Undefined
Helideck
Control Room
Accomodations
Galley
Mess Room
Recreation Room
Office Space
Main Deck
Tween Deck
Lower Deck
Top Deck
Pipe Deck
Cantilever Lower Deck
Cantilever Upper Deck
MoonPool
Drill Floor
LER
Drillers Cabin
Engine Control Room
Hospital
